,year,title,abstract,theme,China,Russia,War,President,US,Vietnam,Cold War,World War,Vietnam War,Korean War,Survey,Case Study,Trade,Humanitarian,fixed_effects,instrumental_variable,regression,experimental
61,2008,The Transformation of Political Legitimacy during the French Revolution and the Birth of Modern International Law,"The period of the French Revolution and the Napoleonic Wars has long been viewed by historians and international lawyers alike as one of “international lawlessness.” And yet, few commentators have meaningfully explored the legal upheaval of the era. In my Ph.D. dissertation, I argue that the Revolution fundamentally transformed the contemporary system of international law. I describe how in the earliest years of the Revolution, even before the Revolutionary Wars broke out, French diplomats and leaders responded to a number of crises by applying the principle of popular sovereignty in international law. These diplomatic predicaments included the incorporation of Corsica into the French Empire, against the wishes of Corsica’s former overlord Genoa; the affair of the princes possessionnés, when German lords who held lands and rights in Alsace guaranteed by the Peace of Westphalia, saw their privileges disappear when feudalism was abolished in France; and the annexation of the old papal enclave Avignon. Drawing inspiration from the rejection of dynastic government domestically in France, where political legitimacy came to be derived from the popular will, revolutionaries began to endorse the sovereign will of the people as the rightful and morally correct basis for international legal legitimacy as well. 
This novel conception of international law contrasted greatly with the existing system, based almost exclusively on treaties negotiated consensually between sovereign princes. I believe that an ideological, cultural, and discursive clash occurred between the two legal systems, which metastasized into a widespread disrespect for law by both the revolutionaries and their monarchical adversaries. Employing a range of legal theories, I argue that the resulting subversion of norms and adherence destabilized the international system and helps account, in some measure, for the outbreak of the Revolutionary Wars in 1792. Consequently, it was neither merely the crude “clash of ideologies” that past historians allege caused hostility between revolutionary France and the rest of Europe, nor the more recent conviction among scholars that traditional great-power politics alone precipitated conflict. Rather, a dynamic which undermined the rule of law was unwittingly unleashed when France elevated popular sovereignty as a principle of international law; and this explains, in part, the outbreak, length, and brutality of the era’s warfare. 
My dissertation not only suggests a new understanding of the history of international relations during the French Revolution. In depicting the emergence and entrenchment of popular sovereignty as a central legal notion, I also demonstrate the birth of the modern system of international law. More important even than content, like the idea of national self-determination, what the Revolution momentously bequeathed to the current system of law was the dialectic for its own development. At the dawn of the modern age, contemporary international law was broken and these actions justified using a new form of political ideology (popular sovereignty) or moral exigency (the rights of free peoples). This cycle would often be repeated. In recent history, in 1999, NATO bombed Serbia in support of ethnically Albanian Kosovars and its justification was a moral obligation to protect a repressed minority, even though scholars and practitioners were practically unanimous in agreeing that this action contravened the legal prohibition against the use of force without UN Security Council authorization. In a much more controversial move, the United States invaded Iraq in 2003. Bush administration lawyers and officials argued that after 9/11 the traditional rules of international behavior, most notably the rules of war, were obsolete in an era in which states must combat non-state and other “terrorist” actors. These events demonstrate that moral urgency or political vicissitudes can now be invoked to override or in fact create international law. This phenomenon is largely a legacy of the French Revolution.
",IR Scholarship,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
59,2008,"Tought Talk, Cheap Talk, and Babbling","A number of puzzles exist regarding the role of domestic politics in the likelihood of conflict. In particular, the sources of incomplete information remain incompletely theorized and the macrofoundations incomplete. This study will examine the role that the unity of the government and the views of the government towards the use of force play in the targeting of states. The theory presented argues that divided dovish governments are particularly likely to suffer from military challenges as they are unable to credibly signal their intentions. The theory will be tested on a new dataset that examines the theory in the context of international territorial disputes. The results show that unified and hawkish governments are both significantly less likely to be militarily challenged.",IR Scholarship,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,2008,"Dealing with de Gaulle: The United States, France and the problem of NATO, 1958-1970","In March 1966 Lyndon Johnson received an eviction letter from Charles de Gaulle. The letter announced de Gaulle’s intention to take France out of NATO’s integrated military command and requested American troops and installations be removed from French territory within one year. This paper examines the evolution of US policy towards France in the context of NATO and the struggle Presidents Eisenhower, Kennedy and Johnson faced in meeting the Gaullist challenge. Moving beyond the numerous narrative accounts of Franco-American relations in the 1960s, the paper highlights American management of NATO as a democratic alliance, emphasising the tension between the impetus to control and the necessity of avoiding any appearance of domination. The diplomatic settlement eventually crafted by de Gaulle and Johnson after 1966 holds particular salience for current debates on a possible return of France to NATO’s military structures, forty two years after de Gaulle initially forced the US to re-assess its approach towards the Atlantic Alliance.  ",IR Scholarship,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,2008,Conflict and Compromise: Images and Experiences of American Military Chaplains in Vietnam,"This paper compares popular images and stereotypes of military chaplains with concrete images and experiences of American military chaplains who served in Vietnam. Whereas scholarly literature and popular culture references have created specific images of chaplains and have generally focused on the concept of “role conflict” as the primary paradigm for understanding chaplain identity, I argue that chaplains’ experiences in Vietnam reveal a much wider reality. Faced with critical choices about morality, worship, and the nature of the Vietnam War, chaplains relied on pragmatic and practical solutions to resolve problems and tension. Rather than forsaking one aspect of their identity in favor of another, as military generals might suggest, chaplains managed their identities by relying on both their military and religious training. Conflict and subsequent compromise marked the chaplains’ experience in Vietnam.",Military History,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
64,2009,"Explaining Cohesion, Fragmentation, and Control in Insurgent Groups","My dissertation studies the level and nature of control and cohesion in insurgent groups. I argue that cohesion and fragmentation are caused by the interaction of two variables – the structure of the social base upon which an organization mobilizes, and the presence or absence of external material support. I test this theory using within-conflict comparisons of twenty-four armed groups in Kashmir (1984-2005), Northern Ireland (1962-2005), and Sri Lanka (1972-2008). Research in India and Indian Kashmir, Northern Ireland, and Sri Lanka has allowed me to reconstruct the trajectories of groups in these conflicts using a combination of original historical research and focused comparisons. On the basis of approximately a year of fieldwork in Indian and Indian Kashmir, Northern Ireland, and Sri Lanka, involving interviews, archival research, and secondary sources in English and Urdu, I offer a theory arguing that the interaction of two variables determines patterns of cohesion and fragmentation. First, I argue that groups based on robust preexisting social ties (a “bonding network”) are best able to maintain cooperation and control. Second, I argue that external material support, from state sponsors and/or diasporas, bolsters group cohesion. Organizations that combine a bonding network base with external support tend to be cohesive, while groups lacking both this type of social base and external support will be factionalized. Organizations with one but not the other of these attributes lie in between; some are state-reliant proxy armies lacking social integration and prone to falling out over the distributions of guns and money, while others are consensus-contingent groups that are militarily weak but socially solidaristic. 
 
",Non-state,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,2009,Dangerous Deterrent? The Strategic Consequences of Nuclear Acquisition,"What is the effect of nuclear proliferation on the amount and type of conflict in the international system? Answering this question requires determining not only how the spread of nuclear weapons affects the likelihood of states to initiate conflict against nuclear powers, but also how the acquisition of nuclear weapons affects the likelihood of new nuclear states themselves initiating conflicts. While the former issue has received extensive treatment in the literature, work on the latter has only recently emerged. Without a logically-sound and historically-supported theory about the strategic consequences of nuclear acquisition, we cannot answer the broader question of what effect nuclear proliferation has on the amount and type of conflict in the world. Existing work holds that acquisition automatically emboldens weak, revisionist states to engage in greater amounts of lower-level conflict against their stronger, nuclear-armed adversaries. Acquisition does this by removing the adversary’s ability to credibly threaten to launch a full-scale conventional attack, as doing so now carries the risk of inviting nuclear use. Acquisition by such states therefore constrains their adversaries’ conventional coercive strategies, thereby providing these proliferators with a way around their relative weakness. Such logic also suggests an offensive motivation for why such states might seek nuclear weapons. I challenge the existing works' assumption that a stronger state needs or wants to rely on the threat of full-scale conventional attack to coerce a weaker one regarding the latter’s behavior at lower levels. Using a simple game-theoretic model, I find that the strong state is likely to prefer such a strategy under only the rarest conditions. I test my model against the universe of relevant dyadic cases (China vs. the Soviet Union, India vs. China, and Pakistan vs. India) as well as against a sample of extended coercion cases (China vs. the United States over Taiwan, and North Korea vs. the United States over South Korea). Showing that the model’s predictions are borne out in these as well allows me to make predictions about what nuclear acquisition could, and could not, do for weak, revisionist potential proliferators such as Iran.",Nuclear Weapons,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
66,2009,The Citizen Army of Old Regime France.,"This dissertation probes deeply into the origins of the French Revolution with an emphasis on military change and the long-term development of the French citizen army. It is no coincidence that in the years prior to the French Revolution, the French army underwent a time of confusion, soul-searching, and drastic change, rethinking the entire military structure and the philosophy behind it. This change began during the Seven Years’ War (1754-1763), when the French army had to contend with militaries of different cultures, both as enemies and as allies, in North America. The loss of this war opened the French army, and the French reading public, to different possibilities of military organization. These possibilities were further compounded by the French army’s brief foray into, and wide interest in, the American Revolution, which presented a victorious example of citizen warfare, reminding France of the universally admired ancient Greeks and Romans. The resulting changes in the French army reflected these influences, and while these reforms made the French army more effective, they also challenged the political and social status quo. As a result, French officers began thinking of soldiers as citizens, and French citizens became comfortable with the idea of being soldiers. The combined efforts of soldiers and citizens to pull down the Bastille in 1789 succeeded in arming citizens and igniting a Revolution. In addition to contributing to the historiographies of the Seven Years’ War, military reform, and the American Revolution, this dissertation shows how the military is often at the forefront of social change. More than a mere extension of political aims, war and the military that wages it has a profound effect on a nation’s character, society, and culture.",Military History,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,2009,Evolving to Win: Sequencing Theory of Extra-Systemic Warfare,"The central puzzle of my dissertation is how non-state actors – guerrillas, insurgents, and terrorists broadly defined – fight and defeat foreign states in war. To solve this puzzle I use what I call the sequencing theory. It views war between state and non-state actors, or extra-systemic war, to evolve over time and looks at the nature of sequence as the key to explain variation in war outcomes. I argue that chances of victory for non-state actors depend on what sequences they take in prosecuting war. I substantiate this argument by analyzing 79 extra-systemic wars fought between 1816 and 1994. Historical research offers four findings; (1) non-state actors have lost 80% of all extra-systemic wars but have won 70% in the last 60 years, (2) modern extra-systemic wars are evolutionary and consequently successful, (3) there are five types of sequences in extra-systemic war: (A) conventional model, (B) primitive model, (C) degenerative model, (D) complex Maoist model, and (E) progressive model, and (4) Maoist and progressive models are responsible for this evolution. The reason why the Maoist and progressive models are successful is because they combine three phases– guerrilla warfare, conventional warfare, and political development – in sequential fashion. This research’s policy implication for the United States is that in order to win in Afghanistan and Iraq, it must prevent its adversaries from performing well in all these three stages by adopting a sequential approach I promote in my dissertation. ",IR Scholarship,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
68,2009,The Structure and Significance of Public Opinion in Non-Democratic Contexts,"This project addresses two direct but to-date unexamined questions: Do domestic audiences in non-democratic contexts develop preferences for their nation’s foreign and security policies? If so, how and to what extent can these preferences influence policymaking in settings where governments are not directly or obviously accountable to citizens? Scholarship on public opinion and government policy focuses on the determinants of the public’s policy preferences and, related, the relationship between these preferences and government policymaking. Both areas of inquiry, however, have been confined to democratic and Western contexts without exception. The relationship between opinion and policy in non-democratic contexts, where public opinion is deemed to matter less (if at all) and opinion data are scarce, is unexplored. By examining an array of policy issues across time in Iran, the Russian Federation, and the Palestinian Territories, this study is a first effort to fill this lacuna in opinion-policy research and, in so doing, provides new insights into the opaque world of autocratic politics. This study offers one response to opinion and policy scholar Paul Burstein’s (2003) call for the study of public opinion and government policy to be tested for greater generalizability, both geographically and in terms of policy areas. Indeed, this study goes one step further, testing the generalizability of existing findings beyond the context of the democratic state. More broadly, this study explores the internal dynamics of autocratic politics, which will generate new insights for how Western and democratic decision makers engage potential rivals. Understanding autocratic decision-making, and the constrained choice sets autocratic states may face as a result of domestic politics, can help leaders avoid conflicts that may result from a mutual misperception of intent.",ICS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,2009,"Bumbling, Bluffing, and Bald-Faced Lies: Mis-Leading and Domestic Audience Costs in International Relations","In a democratic society, does the public seek transparency in the foreign policy-making process, or does it only seek successful outcomes? Do electorates hold leaders accountable for the perceived truthfulness of foreign policy claims or do they only evaluate whether the policies were successful? The existing literature on public opinion and foreign policy calls the accountability role for the public “audience costs,” and specifies that concerns about audience costs constrain leaders. But the literature is not clear on what sorts of foreign policy actions incur the most audience costs and in particular whether publics are prone to hold leaders accountable for statements that fall short of the truth. This gap in the literature is notable because so much of the debate surrounding significant policy issues is couched in retrospective, normative, moralizing language. These debates make no sense if the pragmatic, forward-looking dimensions of audience costs – reliability and success – are all that exist. Rather, as I will show through a set of experiments and historical case studies, there is a complex dynamic at work between the public's desire for successful outcomes and the high value placed upon truth-telling and transparency within a democracy. Studying cases of war justifications, I argue that the public will be motivated to punish leaders perceived as deceptive, but that the severity of audience costs imposed will be affected by factors including partisanship, degree of elite unity, and the leader's response to threatened punishments.",IR Scholarship,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,2009,Preparing for Dawn: The United States and the Global Politics of Palestinian Resistance,"Using research from the Middle East, the United States, the United Kingdom, this dissertation examines the international history of the Palestinian armed struggle from late 1967 until the beginning of the Lebanese Civil war in 1975. Based on multi-archival and multilingual research in Lebanon, the United States, and the United Kingdom, I argue that the Palestinian guerillas won the struggle for international recognition by identifying themselves with the cultural forces of anti-colonialism and Third World internationalism. By laying claim to the status of a national liberation struggle, Palestinian fighters tapped into networks of global support emanating from places like Beijing, Hanoi, Algiers, and Havana that allowed them to achieve a measure of political legitimacy in the international community and provided for the continued survival of their movement. At the same time, these efforts to emulate revolutionary movements from other parts of the world helped to reshape Palestinian national identity into a profoundly cosmopolitan organism; a product of 20th Century globalization. However, these radical visions of national liberation ran headlong into U.S. designs for global order; if radical Palestinians could create a “second Vietnam” in the Middle East, the implications for U.S. authority in the Third World could be disastrous. Through support for regional police powers like Israel and Jordan, Washington was able to mount a sustained counterinsurgency campaign that prevented a guerilla victory. ",Conflict Between States,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
78,2010,Why Terrorism Still Does Not Work: Implications for Research and Policy.,"My dissertation challenges our most basic understandings of terrorism with respect to its consequences, motives, and the optimal government response. These three lines of inquiry are closely interrelated because it is widely accepted that the outcome of terrorism reveals its appeal, which counterterrorism measures ought to divest in order to minimize the incentive for this violent behavior. Within both the academic and policy communities, the dominant post-9/11 paradigm on terrorism is what I have identified as the Strategic Model. This model posits that (1) terrorism is an effective tactic for groups to coerce political concessions; (2) aggrieved groups are therefore turning to terrorism to maximize their political return; and (3) the international community can thus counter terrorism by divesting its political utility relative to nonviolence via peace processes, democracy promotion, or a strict no-concessions policy in the face of terrorism. The first section of my dissertation challenges the external validity of the Strategic Model, particularly its underlying premise that terrorism is an effective method for groups to compel political concessions. My principal finding is that terrorist campaigns are an inherently unproductive coercive tactic because governments resist complying when their civilians are the focus of substate attack. The second section of the dissertation proposes and tests two original theories for why rational organizations use terrorism despite its suboptimal political return. And the third section explores the counterterrorism implications if the Strategic Model is indeed wrong, and my theories on the causes of terrorism are right.",Terrorism,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,2010,Strong Horse or Paper Tiger? The Reputational Effects of War Outcomes,"This dissertation examines whether war has reputational consequences by analyzing the conditions under which third party actors are more or less likely to challenge combatants after the war is over. In it I develop a theory of reputational effects that emphasizes how information generated during wartime interacts with expectations and the characteristics of third party states to determine when war outcomes influence the decision making of potential challengers.  The relevance of unexpected information about the combatants’ military effectiveness is a function of environmental characteristics such as terrain and demography while the relevance of unexpected information about combatants’ revealed cost tolerance is a function of the political context including the issues under contention and the balance of power. I test this theory against competing explanations using three methodological approaches.  First, I analyze the effect that the outcomes of conventional wars have on the initiation of militarized disputes using cross-national time series data from 1816-2004.  Second, I combine qualitative historiography with time series intervention analysis to assess whether the Vietnam War and the Winter War increased or decreased the number of challenges initiated against the United States and Russia.  Finally, I use process tracing to assess whether the decision making by particular challengers in the aftermath of these wars is consistent with the causal logic of my theory. ",IR Scholarship,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
76,2010,"Inventing the Military-Industrial Complex: Torpedo Development, Property Rights, and Naval Warfare in the United States and Great Britain before World War I","My dissertation, explores the birth of the military-industrial complex and its implications for naval warfare. The industrialization of warfare in the latter half of the nineteenth century placed a new premium on adequate research and development (R&D) for naval weapons which, like torpedoes, were often highly sophisticated and intended for mass production. Despite the common depiction of a declining Britain and a rising United States in this period, Britain actually had a decided edge over the United States in naval-industrial R&D resources. This enabled it to perfect existing technology and test new technology, while the United States had to take technological gambles. Precisely this pattern occurred with torpedo technology. In both countries, moreover, the effort to create an adequate R&D infrastructure drew the state and society into a new kind of collaborative relationship: instead of buying weapons from the private sector as finished commercial product, the state invested in new weapons at the experimental stage. The participation of multiple parties in the process of invention made it very difficult to establish ownership and therefore raised new and difficult questions about property rights. Torpedo development spawned multiple patent infringement lawsuits, including two that went all the way to the U.S. Supreme Court. Finally, the tactical and strategic implications of torpedoes revolutionized the meaning and metrics of naval power.",Military History,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
75,2010,No Oil for War: The Coercive Potential of Energy,"Does oil hold special coercive potential, and if so, why? Could a country use the threat of oil cutoff to blackmail its enemies? My dissertation argues that oil does offer significant coercive leverage, but not through the threat of economic punishment, as many assume. Rather, oil’s coercive potential derives from the devastating consequences cutoffs can have for a target’s military effectiveness – and thus its ability to win wars. If a state could cut off oil to its adversary, it could immobilize its military and render it unable to achieve victory on the battlefield. The project demonstrates these claims empirically through qualitative historical research that shows how access to oil has shaped the objectives and strategies of the major powers since the early 20th century. I argue that the conduct of World War I, the first mechanized war, was pivotal in demonstrating to the great powers the unique importance of oil for military victory. But ultimately, it was Japan’s experience in WWII that truly became every oil-importing country’s worst nightmare: the severance of Japan’s oil supply by the Allied blockade explains its leaders’ decision to surrender in the time and manner that they did. However, coercive success with oil is rare because states are strategic actors and are cognizant of this danger and take anticipatory measures to secure their supplies before coercion can happen in hopes of averting it. My research demonstrates that these anticipatory measures explicitly aimed to counter the threat of military coercion and not simply to forestall economic punishment.",IR Scholarship,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
73,2010,"Creating the Cold War State: The United States and Japan, 1952 – 1963","This dissertation, entitled ""Creating the Cold War State: The United States and Japan, 1952 - 1963,"" explores connections between the military, political, cultural, and social facets of the U.S.-Japanese alliance during the decade after the U.S. occupation of Japan (1952-1963). In emphasizing the multifaceted nature of the U.S.-Japanese relationship, this project has two key goals. First, it frames the relationship through a lens of bidirectional influence, creating a new framework of U.S.-Japanese relations that highlights the interests and priorities held by both state’s government and people. Second, it expands this relationship beyond the governmental level to explore the impact that various socio-political groups, such as labor unions and intellectuals, both exerted and experienced within this relationship. In doing so, it focuses on the intersections between U.S. efforts to develop and implement policy in Japan, negotiations with the Japanese government, and Japanese reactions to the U.S.-Japanese relationship and U.S. Cold War strategy to emphasize how the total nature of the Cold War not only altered diplomacy, but led to the creation of new institutions, knowledge, and socio-political organizations. This project thus explores the ways in which the Cold War brought the United States and Japan together in both cooperation and conflict to consider how the complex dynamics of Cold War-era international relationships altered society and the state itself.",Cold War,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
72,2010,Assessing the Effectiveness of Leadership Decapitation in Counterinsurgency Campaigns,"Is killing or capturing enemy leaders an effective military tactic? Previous research on interstate war and counterterrorism suggests that targeting enemy leaders does not work. Drawing on newly collected data on counterinsurgency campaigns, I conduct new analysis on the effectiveness of leadership decapitation. My results challenge the conventional wisdom in two ways. First, counterinsurgents who kill or capture insurgent leaders are significantly more likely to defeat insurgencies than those who fail. Second, my results suggest that insurgent lethality drops when insurgent leaders are successfully removed but not when counterinsurgents mount failing bids to remove them. This finding is robust to numerous estimation strategies and model specifications. Although leadership decapitation is not a silver bullet, when taken together these results suggest that leadership decapitation helps counterinsurgents achieve their twin goals of degrading insurgent organizational capability and reducing insurgent violence. The paper concludes with a discussion of the academic and policy implications of the results.",Non-state,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,2010,"The Political Effectiveness of Non-state Violence: Terrorism, Insurgency, and the Pursuit of Power","This dissertation analyzes the political effectiveness of violence employed by non-state actors. Most armed groups pursue strategic objectives that benefit their larger social movements, such as ending military occupations or discriminatory government policies, while they simultaneously pursue organizational objectives that benefit the groups themselves, such as bringing in money and recruits. This dissertation presents a two-level framework that captures these dynamics and yields theories based on combinations of group objectives, strength, and strategy that explain significantly greater variation in the political effectiveness of non-state violence than previous scholarship. The framework and its associated theory are analyzed using four longitudinal case studies of Palestinian groups—Fatah, the Popular Front for the Liberation of Palestine (PFLP), Hamas, and the Palestinian People’s Party (PPP)—who seek a number of shared strategic objectives while simultaneously competing over their organizational interests. These case studies, based on interviews and archival work from over a year of fieldwork in Jordan, Israel, the West Bank, and Lebanon, reveal the trade-offs these groups face in their attempts to achieve their stated goals of establishing a Palestinian state while still surviving (and hopefully thriving) as political actors. Statistical analyses of existing databases on political violence provide further support for the theory and framework against existing alternatives, which hold that certain forms of non-state violence—from terrorism to insurgency—generally work or do not work. This project enhances our understanding of the success and failures of terrorism, armed groups and their affiliated social movements, and provides insight into the trajectories of current and future campaigns.",Non-state,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
71,2010,Planning in the Shadow of the Future: U.S. Military Interventions and Time Horizons,"Rapport’s dissertation examines how elite policymakers in the U.S. government have historically dealt with transitions from combat operations to “post-conflict” activities in major military interventions, and specifically how key decision-makers have gone about assessing the costs and risks associated with the latter stages of a campaign. Drawing from research in psychology, he argues that senior decision-makers who highly value the future—or more colloquially, are ""farsighted""—place increasingly more weight on the desirability, rather than feasibility, of their policy aims as they evaluate operations that are further removed in time. Conversely, policymakers working with short time horizons are more apt to attend to the feasibility of proposed actions, but often have difficulty grasping and articulating the connection between low-level operations and the ultimate goals of an intervention. Both biases make it difficult for policymakers to judge whether the costs of consolidating victory, or “securing the peace,” are justified by the value of their ends.",Military History,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,2011,"Bankruptcy, Guns or Campaigns: Explaining Armed Organizations’ 
Post-War Trajectories
","Daly’s dissertation seeks to explain variation in post-war political, economic, and security environments. To do so, it assumes an organizational approach and asks, what happens to armed groups after they sign peace accords? Why do they dissolve, return to war, or form non-violent political parties? Her argument centers on the human geography of rebel and paramilitary organizations, specifically their recruitment, deployment, and post-war migration patterns. She propose that if illegal armies recruit in a geographically concentrated area and station their fighters in their home communities, the organizations will persist and transform into legitimate, political entities after disarming. In contrast, armed groups, which recruit in a dispersed fashion and deploy their soldiers away from their towns of origin, lack dense social networks and post-war physical clustering of their combatants. They are thus prone to disintegration. By bankrupting some organizations and preserving others, demobilization has differential effects on armed group collective capacity. Where it weakens a group, it destabilizes the group’s territorial bargains with the state and with other armed actors. It also creates proprietary information and uncertainty about the extent to which it has done so. As a result, resumed war becomes likely. If instead, the distribution of power within the system is maintained, the armed group will, over time, fully demilitarize and be brought into the state’s legal framework. To test the proposed causal logic, she engages in a multi-method approach and rely on rich, survey, violent event, ethnographic, and interview data on the Colombian conflict. By placing the organization at the center of the analysis, the research generates theory on several critical spheres of security studies: a) the inner workings of rebel and paramilitary structures; b) their inter-armed faction alliances and disputes; c) their dynamics with the state; and d) their interactions with civilian populations. The findings dispute the explanatory power of credible commitment problems and economic endowments in accounting for post-war trajectories.",Non-State,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
80,2011,Symbolic Force or Civilians First? Highly Capable Democracies and the Design of Peace Operations,"The design of peace operations – their political goals, military strategies, resources, and timing – largely determines their capacity to aid and protect civilians threatened by conflict. But the powerful Western democracies with the greatest ability to design and implement ambitious missions often do not intervene in large-scale humanitarian emergencies. When they do, they sometimes initiate peace operations suited to provide effective security and protection. Often, however, they pursue perverse policies that may appear ambitious in certain respects, but which are poorly designed to address civilians’ most pressing needs. How do the leaders of these states decide on the contributions they make to these missions, and on the design of the operations they initiate? Everett develops a theory of competing political incentives arising from domestic pressures both to pursue robust policies likely to save more lives, and to limit the costs and risks of contributions. Depending on the level of pressure for ambitious action and the operational environment, leaders may choose limited, perverse, or robust contributions to these operations. Case studies of Australian responses to three complex emergencies in its region and American policy toward recent peace operations in Darfur, along with statistical analysis of responses to the most devastating post-Cold War conflicts (complex humanitarian emergencies) by the US, UK, France, and Australia support the argument.",IR Scholarship,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
81,2011,Compellence and Accommodation in Counterinsurgency Warfare,"The United States today defines its greatest security threats as insurgents and terrorists. It is trying to defeat them with a method of counterinsurgency (COIN) known as the population-centric approach. Is the conventional wisdom correct in claiming that the population-centric approach is the key to defeating insurgencies? Apparently not. This project tests the population-centric approach to COIN through a structured, focused comparison, within-case comparison, and process tracing based on archival research and interviews with participants. It finds that purported population-centric successes were not in fact conducted as such. It finds that population-centric COIN is exceedingly difficult to put into practice for reasons inherent to the paradigm. It further asks why states are only able to defeat insurgencies sometimes and develops an alternative theory of COIN success. The population-centric paradigm prescribes building strong, responsive, distributive states while strictly limiting the use of force to avoid civilian casualties. This relative emphasis grows from the assumption that the key to victory is gaining broad popular allegiance to the state and thus marginalizing the insurgency. But Hazelton finds that the population-centric approach is theoretically and empirically mistaken in its assumptions; in its relative emphasis on lots of political reform and only a little fighting; and in its mechanism of building broad popular support. State building and development are processes separate from COIN. Her findings suggest that U.S. policy goals based on the population-centric model may be over-ambitious, extremely costly, and simply impossible to achieve. She argues that COIN success since 1945 is a function of a heavy reliance on the use of force plus limited, targeted political accommodations that together degrade insurgent capabilities in an iterative process of compellence. The state succeeds by fighting, harrying, exhausting, threatening, conciliating, rewarding, and showing the other two key actors – the insurgency and the populace – that guerrilla victory is impossible. Success is not primarily about killing, although at times the counterinsurgent may kill many people. It is primarily about using force to deny victory to the insurgency. Cases: Dhofar, Oman, 1965-1976: the Philippines-Huks, 1946-1955; Turkey-PKK, 1991-1999; US-Vietnam, 1956-1965; El Salvador, 1979-1992.",Non-State,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
82,2011,Exploring the Causes and Consequences of Humanitarian Aid in Conflict and Post-Conflict Areas,"Narang’s dissertation research investigates the causes and consequences of humanitarian assistance as a peacebuilding strategy in conflict and post-conflict states. Through a series of papers, he explores how and when humanitarian aid can inadvertently prolong civil war when disbursed during conflict, undermine peace when disbursed in the aftermath of civil conflict, and how – as a result of these effects – combatants may strategically respond to aid provisions by violently attacking aid workers. In a separate ongoing research project, he explores the role of reputation in international politics by demonstrating how reputation matters in subtle, often-overlooked ways. Specifically, he shows how past alliance violations can subsequently effect the formation of new alliances, the overall structure of alliance portfolios, and the internal design of alliance contracts",IR Scholarship,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
83,2011,The Effectiveness of Economic Sanctions Revisited: An Empirical Analysis Using a Bargaining and Enforcement Framework,"While scholars have studied the conditions under which states impose economic sanctions, few have systematically examined the question of enforcement, particularly when sender governments are willing to enforce their sanctions laws against their firms. Kwon’s dissertation revisits the question of sanctions effectiveness from a domestic politics perspective. Borrowing insights from bargaining theory, she argues that the effectiveness of sanctions is a function of the ability or willingness of sender states to enforce sanctions laws against their own firms. That is, sanctions are more likely to be effective when sender governments strongly enforce sanctions on their firms to suspend their economic transactions with the target state. This builds on the notion that sender governments not only benefit from successfully coercing the target state but also from the revenues their firms bring home from trading with the target. This implies that sender governments may have disincentives to enforce their sanctions policy, given that the restriction of business transactions with target states may undermine their firms’ competitiveness relative to other foreign firms. It further suggests that while sanctions imposition may have political purposes, enforcement often serves as a tool for governments to allow their stronger firms to force their competitors out of the target’s market. In the first empirical chapter, she tests her theory using large-N quantitative analysis on economic sanctions between 1971-2000, drawing on data from the Threat and Imposition of Economic Sanctions (TIES) project.",IR Scholarship,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
